"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"47535","1.0","interacts with","Humanities in a Digital Age (interacts with) Mapping","false","interacts with","Humanities in a Digital Age (interacts with) Mapping"
"47537","1.0","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Collocation Analysis ","false","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Collocation Analysis "
"47538","1.0","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Commenting","false","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Commenting"
"47539","1.0","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Concordancing ","false","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Concordancing "
"47540","1.0","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Encoding","false","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Encoding"
"47541","1.0","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) POS-Tagging","false","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) POS-Tagging"
"47542","1.0","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Principal Component Analysis","false","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Principal Component Analysis"
"47543","1.0","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Searching","false","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Searching"
"47544","1.0","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Topic Modeling","false","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Topic Modeling"
"47545","1.0","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Text Mining","false","interacts with","Analyse littÃ©raire et linguistique assistÃ©e par ordinateur (interacts with) Text Mining"
"47547","1.0","interacts with","Computational Arts and Humanities (interacts with) Information Retrieval","false","interacts with","Computational Arts and Humanities (interacts with) Information Retrieval"
"47548","1.0","interacts with","Computational Arts and Humanities (interacts with) Photography","false","interacts with","Computational Arts and Humanities (interacts with) Photography"
"47549","1.0","interacts with","Computational Arts and Humanities (interacts with) Scanning","false","interacts with","Computational Arts and Humanities (interacts with) Scanning"
"47551","1.0","interacts with","Statistics in R for Linguists (interacts with) Concordancing ","false","interacts with","Statistics in R for Linguists (interacts with) Concordancing "
"47552","1.0","interacts with","Statistics in R for Linguists (interacts with) POS-Tagging","false","interacts with","Statistics in R for Linguists (interacts with) POS-Tagging"
"47553","1.0","interacts with","Statistics in R for Linguists (interacts with) Replication ","false","interacts with","Statistics in R for Linguists (interacts with) Replication "
"47554","1.0","interacts with","Statistics in R for Linguists (interacts with) Text Mining","false","interacts with","Statistics in R for Linguists (interacts with) Text Mining"
"47556","1.0","interacts with","Text and language processing (interacts with) Encoding","false","interacts with","Text and language processing (interacts with) Encoding"
"47557","1.0","interacts with","Text and language processing (interacts with) Information Retrieval","false","interacts with","Text and language processing (interacts with) Information Retrieval"
"47558","1.0","interacts with","Text and language processing (interacts with) POS-Tagging","false","interacts with","Text and language processing (interacts with) POS-Tagging"
"47559","1.0","interacts with","Text and language processing (interacts with) Text Mining","false","interacts with","Text and language processing (interacts with) Text Mining"
"47561","1.0","interacts with","Natural Language Processing for Historical Texts (interacts with) Browsing","false","interacts with","Natural Language Processing for Historical Texts (interacts with) Browsing"
"47562","1.0","interacts with","Natural Language Processing for Historical Texts (interacts with) Encoding","false","interacts with","Natural Language Processing for Historical Texts (interacts with) Encoding"
"47563","1.0","interacts with","Natural Language Processing for Historical Texts (interacts with) Information Retrieval","false","interacts with","Natural Language Processing for Historical Texts (interacts with) Information Retrieval"
"47564","1.0","interacts with","Natural Language Processing for Historical Texts (interacts with) POS-Tagging","false","interacts with","Natural Language Processing for Historical Texts (interacts with) POS-Tagging"
"47565","1.0","interacts with","Natural Language Processing for Historical Texts (interacts with) Searching","false","interacts with","Natural Language Processing for Historical Texts (interacts with) Searching"
"47566","1.0","interacts with","Natural Language Processing for Historical Texts (interacts with) Web Crawling ","false","interacts with","Natural Language Processing for Historical Texts (interacts with) Web Crawling "
"47567","1.0","interacts with","Natural Language Processing for Historical Texts (interacts with) Text Mining","false","interacts with","Natural Language Processing for Historical Texts (interacts with) Text Mining"
"47569","1.0","interacts with","Digital Humanities - Sprachwissenschaften (interacts with) Encoding","false","interacts with","Digital Humanities - Sprachwissenschaften (interacts with) Encoding"
"47570","1.0","interacts with","Digital Humanities - Sprachwissenschaften (interacts with) Named Entity Recognition ","false","interacts with","Digital Humanities - Sprachwissenschaften (interacts with) Named Entity Recognition "
"47571","1.0","interacts with","Digital Humanities - Sprachwissenschaften (interacts with) POS-Tagging","false","interacts with","Digital Humanities - Sprachwissenschaften (interacts with) POS-Tagging"
"47572","1.0","interacts with","Digital Humanities - Sprachwissenschaften (interacts with) Searching","false","interacts with","Digital Humanities - Sprachwissenschaften (interacts with) Searching"
"47573","1.0","interacts with","Digital Humanities - Sprachwissenschaften (interacts with) Web Crawling ","false","interacts with","Digital Humanities - Sprachwissenschaften (interacts with) Web Crawling "
"47574","1.0","interacts with","Digital Humanities - Sprachwissenschaften (interacts with) Text Mining","false","interacts with","Digital Humanities - Sprachwissenschaften (interacts with) Text Mining"
"47576","1.0","interacts with","Computational Arts and Sociocultural Studies (interacts with) Encoding","false","interacts with","Computational Arts and Sociocultural Studies (interacts with) Encoding"
"47577","1.0","interacts with","Computational Arts and Sociocultural Studies (interacts with) Georeferencing ","false","interacts with","Computational Arts and Sociocultural Studies (interacts with) Georeferencing "
"47578","1.0","interacts with","Computational Arts and Sociocultural Studies (interacts with) Information Retrieval","false","interacts with","Computational Arts and Sociocultural Studies (interacts with) Information Retrieval"
"47579","1.0","interacts with","Computational Arts and Sociocultural Studies (interacts with) Mapping","false","interacts with","Computational Arts and Sociocultural Studies (interacts with) Mapping"
"47580","1.0","interacts with","Computational Arts and Sociocultural Studies (interacts with) Preservation Metadata ","false","interacts with","Computational Arts and Sociocultural Studies (interacts with) Preservation Metadata "
"47581","1.0","interacts with","Computational Arts and Sociocultural Studies (interacts with) Scanning","false","interacts with","Computational Arts and Sociocultural Studies (interacts with) Scanning"
"47582","1.0","interacts with","Computational Arts and Sociocultural Studies (interacts with) Searching","false","interacts with","Computational Arts and Sociocultural Studies (interacts with) Searching"
"47583","1.0","interacts with","Computational Arts and Sociocultural Studies (interacts with) Technology Preservation","false","interacts with","Computational Arts and Sociocultural Studies (interacts with) Technology Preservation"
"47584","1.0","interacts with","Computational Arts and Sociocultural Studies (interacts with) Topic Modeling","false","interacts with","Computational Arts and Sociocultural Studies (interacts with) Topic Modeling"
"47585","1.0","interacts with","Computational Arts and Sociocultural Studies (interacts with) Text Mining","false","interacts with","Computational Arts and Sociocultural Studies (interacts with) Text Mining"
"47587","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Information Retrieval","false","interacts with","Introduction to Digital Humanities1 (interacts with) Information Retrieval"
"47588","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Mapping","false","interacts with","Introduction to Digital Humanities1 (interacts with) Mapping"
"47589","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Scanning","false","interacts with","Introduction to Digital Humanities1 (interacts with) Scanning"
"47590","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Searching","false","interacts with","Introduction to Digital Humanities1 (interacts with) Searching"
"47591","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Topic Modeling","false","interacts with","Introduction to Digital Humanities1 (interacts with) Topic Modeling"
"47592","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Information Retrieval","false","interacts with","Introduction to Digital Humanities1 (interacts with) Information Retrieval"
"47593","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Mapping","false","interacts with","Introduction to Digital Humanities1 (interacts with) Mapping"
"47594","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Scanning","false","interacts with","Introduction to Digital Humanities1 (interacts with) Scanning"
"47595","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Searching","false","interacts with","Introduction to Digital Humanities1 (interacts with) Searching"
"47596","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Topic Modeling","false","interacts with","Introduction to Digital Humanities1 (interacts with) Topic Modeling"
"47598","1.0","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Brainstorming","false","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Brainstorming"
"47599","1.0","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Browsing","false","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Browsing"
"47600","1.0","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Commenting","false","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Commenting"
"47601","1.0","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Concordancing ","false","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Concordancing "
"47602","1.0","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Encoding","false","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Encoding"
"47603","1.0","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Georeferencing ","false","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Georeferencing "
"47604","1.0","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) POS-Tagging","false","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) POS-Tagging"
"47605","1.0","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Preservation Metadata ","false","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Preservation Metadata "
"47606","1.0","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Scanning","false","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Scanning"
"47607","1.0","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Versioning","false","interacts with","Digitale Edition von Briefen und Manuskripten: Transkription, Annotation, Vernetzung am Beispiel der Sammlung â€žDaniel Sandersâ€œ (interacts with) Versioning"
"47609","1.0","interacts with","Digital Humanities: Concepts and Approaches (interacts with) Concordancing ","false","interacts with","Digital Humanities: Concepts and Approaches (interacts with) Concordancing "
"47610","1.0","interacts with","Digital Humanities: Concepts and Approaches (interacts with) Encoding","false","interacts with","Digital Humanities: Concepts and Approaches (interacts with) Encoding"
"47611","1.0","interacts with","Digital Humanities: Concepts and Approaches (interacts with) Georeferencing ","false","interacts with","Digital Humanities: Concepts and Approaches (interacts with) Georeferencing "
"47612","1.0","interacts with","Digital Humanities: Concepts and Approaches (interacts with) Mapping","false","interacts with","Digital Humanities: Concepts and Approaches (interacts with) Mapping"
"47613","1.0","interacts with","Digital Humanities: Concepts and Approaches (interacts with) Topic Modeling","false","interacts with","Digital Humanities: Concepts and Approaches (interacts with) Topic Modeling"
"47614","1.0","interacts with","Digital Humanities: Concepts and Approaches (interacts with) Text Mining","false","interacts with","Digital Humanities: Concepts and Approaches (interacts with) Text Mining"
"47616","1.0","interacts with","Introduction to Computational Linguistics (interacts with) Collocation Analysis ","false","interacts with","Introduction to Computational Linguistics (interacts with) Collocation Analysis "
"47617","1.0","interacts with","Introduction to Computational Linguistics (interacts with) Concordancing ","false","interacts with","Introduction to Computational Linguistics (interacts with) Concordancing "
"47618","1.0","interacts with","Introduction to Computational Linguistics (interacts with) Named Entity Recognition ","false","interacts with","Introduction to Computational Linguistics (interacts with) Named Entity Recognition "
"47619","1.0","interacts with","Introduction to Computational Linguistics (interacts with) POS-Tagging","false","interacts with","Introduction to Computational Linguistics (interacts with) POS-Tagging"
"47621","1.0","interacts with","MA/MSc Digital Humanities (interacts with) Cluster Analysis ","false","interacts with","MA/MSc Digital Humanities (interacts with) Cluster Analysis "
"47622","1.0","interacts with","MA/MSc Digital Humanities (interacts with) Collocation Analysis ","false","interacts with","MA/MSc Digital Humanities (interacts with) Collocation Analysis "
"47623","1.0","interacts with","MA/MSc Digital Humanities (interacts with) Georeferencing ","false","interacts with","MA/MSc Digital Humanities (interacts with) Georeferencing "
"47624","1.0","interacts with","MA/MSc Digital Humanities (interacts with) Information Retrieval","false","interacts with","MA/MSc Digital Humanities (interacts with) Information Retrieval"
"47625","1.0","interacts with","MA/MSc Digital Humanities (interacts with) Linked Open Data","false","interacts with","MA/MSc Digital Humanities (interacts with) Linked Open Data"
"47626","1.0","interacts with","MA/MSc Digital Humanities (interacts with) Machine Learning","false","interacts with","MA/MSc Digital Humanities (interacts with) Machine Learning"
"47627","1.0","interacts with","MA/MSc Digital Humanities (interacts with) Mapping","false","interacts with","MA/MSc Digital Humanities (interacts with) Mapping"
"47628","1.0","interacts with","MA/MSc Digital Humanities (interacts with) Photography","false","interacts with","MA/MSc Digital Humanities (interacts with) Photography"
"47629","1.0","interacts with","MA/MSc Digital Humanities (interacts with) Searching","false","interacts with","MA/MSc Digital Humanities (interacts with) Searching"
"47630","1.0","interacts with","MA/MSc Digital Humanities (interacts with) Topic Modeling","false","interacts with","MA/MSc Digital Humanities (interacts with) Topic Modeling"
"47631","1.0","interacts with","MA/MSc Digital Humanities (interacts with) Text Mining","false","interacts with","MA/MSc Digital Humanities (interacts with) Text Mining"
"47633","1.0","interacts with","Digital Humanities Tools: Resources and Case Studies (interacts with) Encoding","false","interacts with","Digital Humanities Tools: Resources and Case Studies (interacts with) Encoding"
"47634","1.0","interacts with","Digital Humanities Tools: Resources and Case Studies (interacts with) Georeferencing ","false","interacts with","Digital Humanities Tools: Resources and Case Studies (interacts with) Georeferencing "
"47635","1.0","interacts with","Digital Humanities Tools: Resources and Case Studies (interacts with) Mapping","false","interacts with","Digital Humanities Tools: Resources and Case Studies (interacts with) Mapping"
"47636","1.0","interacts with","Digital Humanities Tools: Resources and Case Studies (interacts with) Pattern Recognition","false","interacts with","Digital Humanities Tools: Resources and Case Studies (interacts with) Pattern Recognition"
"47637","1.0","interacts with","Digital Humanities Tools: Resources and Case Studies (interacts with) Topic Modeling","false","interacts with","Digital Humanities Tools: Resources and Case Studies (interacts with) Topic Modeling"
"47638","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Georeferencing ","false","interacts with","Introduction to Digital Humanities1 (interacts with) Georeferencing "
"47639","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Mapping","false","interacts with","Introduction to Digital Humanities1 (interacts with) Mapping"
"47640","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Pattern Recognition","false","interacts with","Introduction to Digital Humanities1 (interacts with) Pattern Recognition"
"47641","1.0","interacts with","Introduction to Digital Humanities1 (interacts with) Topic Modeling","false","interacts with","Introduction to Digital Humanities1 (interacts with) Topic Modeling"
"47643","1.0","interacts with","HUMN 100-01 The Humanities Now! (interacts with) Georeferencing ","false","interacts with","HUMN 100-01 The Humanities Now! (interacts with) Georeferencing "
"47644","1.0","interacts with","HUMN 100-01 The Humanities Now! (interacts with) Mapping","false","interacts with","HUMN 100-01 The Humanities Now! (interacts with) Mapping"
"47645","1.0","interacts with","HUMN 100-01 The Humanities Now! (interacts with) Preservation Metadata ","false","interacts with","HUMN 100-01 The Humanities Now! (interacts with) Preservation Metadata "
"47646","1.0","interacts with","HUMN 100-01 The Humanities Now! (interacts with) Sentiment Analysis ","false","interacts with","HUMN 100-01 The Humanities Now! (interacts with) Sentiment Analysis "
"47647","1.0","interacts with","HUMN 100-01 The Humanities Now! (interacts with) Text Mining","false","interacts with","HUMN 100-01 The Humanities Now! (interacts with) Text Mining"
"47649","1.0","interacts with","Minor in Digital Humanities (interacts with) Collocation Analysis ","false","interacts with","Minor in Digital Humanities (interacts with) Collocation Analysis "
"47650","1.0","interacts with","Minor in Digital Humanities (interacts with) Encoding","false","interacts with","Minor in Digital Humanities (interacts with) Encoding"
"47651","1.0","interacts with","Minor in Digital Humanities (interacts with) Georeferencing ","false","interacts with","Minor in Digital Humanities (interacts with) Georeferencing "
"47652","1.0","interacts with","Minor in Digital Humanities (interacts with) Linked Open Data","false","interacts with","Minor in Digital Humanities (interacts with) Linked Open Data"
"47653","1.0","interacts with","Minor in Digital Humanities (interacts with) Mapping","false","interacts with","Minor in Digital Humanities (interacts with) Mapping"
"47654","1.0","interacts with","Minor in Digital Humanities (interacts with) Named Entity Recognition ","false","interacts with","Minor in Digital Humanities (interacts with) Named Entity Recognition "
"47655","1.0","interacts with","Minor in Digital Humanities (interacts with) Photography","false","interacts with","Minor in Digital Humanities (interacts with) Photography"
"47656","1.0","interacts with","Minor in Digital Humanities (interacts with) Sentiment Analysis ","false","interacts with","Minor in Digital Humanities (interacts with) Sentiment Analysis "
"47657","1.0","interacts with","Minor in Digital Humanities (interacts with) Topic Modeling","false","interacts with","Minor in Digital Humanities (interacts with) Topic Modeling"
"47658","1.0","interacts with","Minor in Digital Humanities (interacts with) Versioning","false","interacts with","Minor in Digital Humanities (interacts with) Versioning"
"47659","1.0","interacts with","Minor in Digital Humanities (interacts with) Text Mining","false","interacts with","Minor in Digital Humanities (interacts with) Text Mining"
"47661","1.0","interacts with","HUMN 272 Data Visualization for DH (interacts with) Mapping","false","interacts with","HUMN 272 Data Visualization for DH (interacts with) Mapping"
"47662","1.0","interacts with","HUMN 272 Data Visualization for DH (interacts with) Pattern Recognition","false","interacts with","HUMN 272 Data Visualization for DH (interacts with) Pattern Recognition"
"47664","1.0","interacts with","Minor in Digital Humanities1 (interacts with) Collocation Analysis ","false","interacts with","Minor in Digital Humanities1 (interacts with) Collocation Analysis "
"47665","1.0","interacts with","Minor in Digital Humanities1 (interacts with) Encoding","false","interacts with","Minor in Digital Humanities1 (interacts with) Encoding"
"47666","1.0","interacts with","Minor in Digital Humanities1 (interacts with) Georeferencing ","false","interacts with","Minor in Digital Humanities1 (interacts with) Georeferencing "
"47667","1.0","interacts with","Minor in Digital Humanities1 (interacts with) Linked Open Data","false","interacts with","Minor in Digital Humanities1 (interacts with) Linked Open Data"
"47668","1.0","interacts with","Minor in Digital Humanities1 (interacts with) Mapping","false","interacts with","Minor in Digital Humanities1 (interacts with) Mapping"
"47669","1.0","interacts with","Minor in Digital Humanities1 (interacts with) Named Entity Recognition ","false","interacts with","Minor in Digital Humanities1 (interacts with) Named Entity Recognition "
"47670","1.0","interacts with","Minor in Digital Humanities1 (interacts with) Photography","false","interacts with","Minor in Digital Humanities1 (interacts with) Photography"
"47671","1.0","interacts with","Minor in Digital Humanities1 (interacts with) Sentiment Analysis ","false","interacts with","Minor in Digital Humanities1 (interacts with) Sentiment Analysis "
"47672","1.0","interacts with","Minor in Digital Humanities1 (interacts with) Topic Modeling","false","interacts with","Minor in Digital Humanities1 (interacts with) Topic Modeling"
"47673","1.0","interacts with","Minor in Digital Humanities1 (interacts with) Versioning","false","interacts with","Minor in Digital Humanities1 (interacts with) Versioning"
"47674","1.0","interacts with","Minor in Digital Humanities1 (interacts with) Text Mining","false","interacts with","Minor in Digital Humanities1 (interacts with) Text Mining"
"47676","1.0","interacts with","Introduction in Bioarcheology  (interacts with) Distance Measures","false","interacts with","Introduction in Bioarcheology  (interacts with) Distance Measures"
"47677","1.0","interacts with","Introduction in Bioarcheology  (interacts with) Georeferencing ","false","interacts with","Introduction in Bioarcheology  (interacts with) Georeferencing "
"47678","1.0","interacts with","Introduction in Bioarcheology  (interacts with) Information Retrieval","false","interacts with","Introduction in Bioarcheology  (interacts with) Information Retrieval"
"47679","1.0","interacts with","Introduction in Bioarcheology  (interacts with) Linked Open Data","false","interacts with","Introduction in Bioarcheology  (interacts with) Linked Open Data"
"47680","1.0","interacts with","Introduction in Bioarcheology  (interacts with) Machine Learning","false","interacts with","Introduction in Bioarcheology  (interacts with) Machine Learning"
"47681","1.0","interacts with","Introduction in Bioarcheology  (interacts with) Mapping","false","interacts with","Introduction in Bioarcheology  (interacts with) Mapping"
"47682","1.0","interacts with","Introduction in Bioarcheology  (interacts with) Pattern Recognition","false","interacts with","Introduction in Bioarcheology  (interacts with) Pattern Recognition"
"47683","1.0","interacts with","Introduction in Bioarcheology  (interacts with) Photography","false","interacts with","Introduction in Bioarcheology  (interacts with) Photography"
"47684","1.0","interacts with","Introduction in Bioarcheology  (interacts with) Preservation Metadata ","false","interacts with","Introduction in Bioarcheology  (interacts with) Preservation Metadata "
"47685","1.0","interacts with","Introduction in Bioarcheology  (interacts with) Scanning","false","interacts with","Introduction in Bioarcheology  (interacts with) Scanning"
"47687","1.0","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Distance Measures","false","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Distance Measures"
"47688","1.0","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Georeferencing ","false","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Georeferencing "
"47689","1.0","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Mapping","false","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Mapping"
"47690","1.0","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Open Archival Information Systems","false","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Open Archival Information Systems"
"47691","1.0","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Pattern Recognition","false","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Pattern Recognition"
"47692","1.0","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Photography","false","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Photography"
"47693","1.0","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Scanning","false","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Scanning"
"47694","1.0","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Searching","false","interacts with","Instructional Excavation: Molino San Vincenzo (interacts with) Searching"
"47696","1.0","interacts with","IngÃ©nierie documentaire (interacts with) Pattern Recognition","false","interacts with","IngÃ©nierie documentaire (interacts with) Pattern Recognition"
"47697","1.0","interacts with","IngÃ©nierie documentaire (interacts with) Text Mining","false","interacts with","IngÃ©nierie documentaire (interacts with) Text Mining"
"47699","1.0","interacts with","Introduction Ã  la pensÃ©e computationnelle (interacts with) Brainstorming","false","interacts with","Introduction Ã  la pensÃ©e computationnelle (interacts with) Brainstorming"
"47701","1.0","interacts with","Les humanitÃ©s numÃ©riques â€“ origines, dÃ©finitions, dÃ©veloppements (interacts with) Brainstorming","false","interacts with","Les humanitÃ©s numÃ©riques â€“ origines, dÃ©finitions, dÃ©veloppements (interacts with) Brainstorming"
"47703","1.0","interacts with","Computational Arts and Humanities1 (interacts with) Brainstorming","false","interacts with","Computational Arts and Humanities1 (interacts with) Brainstorming"
"47704","1.0","interacts with","Computational Arts and Humanities1 (interacts with) Gamification","false","interacts with","Computational Arts and Humanities1 (interacts with) Gamification"
"47705","1.0","interacts with","Computational Arts and Humanities1 (interacts with) Information Retrieval","false","interacts with","Computational Arts and Humanities1 (interacts with) Information Retrieval"
"47706","1.0","interacts with","Computational Arts and Humanities1 (interacts with) Photography","false","interacts with","Computational Arts and Humanities1 (interacts with) Photography"
"47707","1.0","interacts with","Computational Arts and Humanities1 (interacts with) Scanning","false","interacts with","Computational Arts and Humanities1 (interacts with) Scanning"
"47709","1.0","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Brainstorming","false","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Brainstorming"
"47710","1.0","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Browsing","false","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Browsing"
"47711","1.0","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Collocation Analysis ","false","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Collocation Analysis "
"47712","1.0","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Commenting","false","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Commenting"
"47713","1.0","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Encoding","false","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Encoding"
"47714","1.0","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Information Retrieval","false","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Information Retrieval"
"47715","1.0","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Open Archival Information Systems","false","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Open Archival Information Systems"
"47716","1.0","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Preservation Metadata ","false","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Preservation Metadata "
"47717","1.0","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Versioning","false","interacts with","Digital Humanities: Coding and Digital Archives (interacts with) Versioning"
"47719","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Brainstorming","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Brainstorming"
"47720","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Browsing","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Browsing"
"47721","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Collocation Analysis ","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Collocation Analysis "
"47722","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Commenting","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Commenting"
"47723","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Distance Measures","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Distance Measures"
"47724","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Encoding","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Encoding"
"47725","1.0","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Georeferencing ","false","interacts with","Digital Humanities: Coding and Data Visualization (interacts with) Georeferencing "
